safety,policy,success,utility,representation_error,contact_failure,latency_miss,safety_violation,morphology_loss,bottleneck_share,exception_severity,monotonic_scale_gain,scale_saturation,intervention_recovery,data_efficiency,regime_mismatch,weight
s00,contact_instrumented,0.6755091173907688,0.4922804828816116,0.26676791896539587,0.12041834995469913,0.22030900782054266,0.18111693139531868,0.22876518007877866,0.5595648377672926,0.2409012617900919,0.10577941481998347,0.19474545029105889,0.2341722184234143,0.33714466312992586,0.3357379532465776,6794772480
s00,data_scaled_foundation,0.5384574962843064,0.20509724647286567,0.25426728804331705,0.3149675389987101,0.2645241470357931,0.22551274756996528,0.27845140811210434,0.5595648377672926,0.45272658077304484,0.03814797785947949,0.34475106274164175,0.025881465941443787,0.317396701169935,0.5354731776542985,6794772480
s00,embodiment_diverse_scaling,0.6028598988267013,0.33783381812096164,0.2474403492359492,0.29524351171936314,0.25174468646749076,0.21270977913619366,0.16019869876532777,0.5595648377672926,0.3691066110860213,0.06524451152419698,0.2852644657289031,0.11196145800275242,0.3480127671724645,0.45367746069646386,6794772480
s00,latency_safety_guarded,0.72255510490909,0.595093359504497,0.26487888538559656,0.26329548265379366,0.10183881083357618,0.058560924933494206,0.23947549166158144,0.5595648377672926,0.19021631277042608,0.1257576018011937,0.1500264153981791,0.29444252653028974,0.34018943881336844,0.27431642849514654,6794772480
s00,oracle_bottleneck_router,0.9983155975530931,1.0,0.20565780608503265,0.02008050116953891,0.010488375719266554,0.0,0.007979676792281004,0.5595648377672926,0.0,0.20181130666668126,0.0,0.6350920413424079,0.4291422568533296,0.0,6794772480
s00,regime_aware_router,0.8854766963782253,0.8884565791650478,0.22983637735155027,0.1176567052960468,0.09434561262705514,0.05018124572515101,0.09486010855358985,0.5595648377672926,0.09268349538525367,0.17119777243275644,0.05454381309794641,0.49993435438928513,0.3911518211927344,0.11737351178978517,6794772480
s00,scale_only_foundation,0.5296808583595046,0.18040712020263605,0.26652835894827903,0.3190449897561768,0.26548091655684486,0.22873502894757958,0.2861963504677715,0.5595648377672926,0.5164877368116818,0.031399639867989514,0.36006449185088957,0.019638983746363657,0.31182775626520703,0.5444641880925755,6794772480
s01,contact_instrumented,0.6583696017455872,0.45596245337215463,0.26853118676019366,0.1205880131597751,0.22036489156576033,0.2238174158472723,0.2288533434685213,0.5885103000511507,0.25671703203851803,0.101210667032919,0.21002489457164975,0.24120456754705755,0.3346571330884135,0.3577788006815512,6794772480
s01,data_scaled_foundation,0.5165931762902612,0.1581578955437828,0.2564897084440741,0.315241917142655,0.26464755084070385,0.277259052122589,0.2785625291321438,0.5885103000511507,0.47621491841689645,0.0330493814928506,0.3639777966090598,0.02732873905563546,0.31426142158956927,0.56325343266376,6794772480
s01,embodiment_diverse_scaling,0.5825271907138232,0.2943599972873259,0.24952485349917725,0.2954867467281048,0.2518480806263253,0.26133437077017213,0.16030292397848925,0.5885103000511507,0.3903066937069791,0.06015422910931963,0.3033177913989866,0.11508694650215066,0.34507205278311237,0.4797337639868054,6794772480
s01,latency_safety_guarded,0.7207944792535017,0.5916596994169286,0.26515129018967326,0.2633203483182413,0.10184626703775247,0.07135721590641328,0.23948911190178407,0.5885103000511507,0.1925775924520334,0.1265892290037916,0.1523533464132648,0.3199999715155919,0.3398051437360227,0.2777214885460913,6794772480
s01,oracle_bottleneck_router,0.9989674703664653,1.0,0.20565780608503265,0.02008050116953891,0.010488375719266554,0.0,0.007979676792281004,0.5885103000511507,0.0,0.20181130666668126,0.0,0.6640375036262584,0.4291422568533296,0.0,6794772480
s01,regime_aware_router,0.8853666785815021,0.8883777279469958,0.2300400805761434,0.11767991557600103,0.0943552272027254,0.059268302374516454,0.0948702937148201,0.5885103000511507,0.09469442915103013,0.1713019112243374,0.05589691676453904,0.52635550253867,0.3908644468686417,0.11991980209719916,6794772480
s01,scale_only_foundation,0.5077775509466018,0.13289033534955802,0.2687821850412905,0.3193728105068253,0.26564943384378054,0.28034486576770834,0.286309041772424,0.5885103000511507,0.5432133824855936,0.026157177362924364,0.379493612390599,0.020796802237717463,0.30864817110449094,0.5726370142551908,6794772480
s02,contact_instrumented,0.6415637675863007,0.4204455847207813,0.2702739143849335,0.12075573458022833,0.2204201546083575,0.26545590954407333,0.2289404798497563,0.6171955645154945,0.2723485852669116,0.09675355894631261,0.22515377547343118,0.24823205222812111,0.33219858009181363,0.37956289599078635,6794772480
s02,data_scaled_foundation,0.49533547818191387,0.11257477237363483,0.2586921630180644,0.3155139048839675,0.2647699112492209,0.3272528957616672,0.2786726518608413,0.6171955645154945,0.4994922643180564,0.027997415771155342,0.38303169667686376,0.028763002278852787,0.31115430879931133,0.5907841148386465,6794772480
s02,embodiment_diverse_scaling,0.5622387700607111,0.2510016265936531,0.25158853611259113,0.2957276150490199,0.2519504970699172,0.3098803028725172,0.1604061081091602,0.6171955645154945,0.4112950370869754,0.055150548342001476,0.321190698406241,0.11821027302706438,0.3421607125362453,0.5055297966544565,6794772480
s02,latency_safety_guarded,0.7195917322072047,0.5893328477203746,0.26541655569631695,0.26334456840210685,0.10185353317203892,0.08275669247174586,0.23950237517711515,0.6171955645154945,0.1948769905062039,0.1272929988132436,0.1546232137667297,0.34538602545382524,0.339430920422523,0.28103730737914084,6794772480
s02,oracle_bottleneck_router,0.9993791851401723,1.0,0.20565780608503265,0.02008050116953891,0.010488375719266554,0.0,0.007979676792281004,0.6171955645154945,0.0,0.20181130666668126,0.0,0.6927227680905909,0.4291422568533296,0.0,6794772480
s02,regime_aware_router,0.8844085716906355,0.8865045878591591,0.2302215574789497,0.11770065089698062,0.09436384307118466,0.07079457566681668,0.09487936755995993,0.6171955645154945,0.09648597174592634,0.1714299689934654,0.05710031183011112,0.5527919991315791,0.39060842832801007,0.12218826338227051,6794772480
s02,scale_only_foundation,0.48560969228459,0.08486093433255675,0.27101576740010785,0.3196977882480717,0.2658165262935254,0.3326733469130601,0.2864207208903627,0.6171955645154945,0.5696989905404288,0.020961634904262446,0.39874807982753185,0.021944212816291407,0.3054971447917919,0.6005567937404009,6794772480
